count,ep_reward_average,loss,td_error,qmean,eps,beta
215000,496.6,0.00697309,0.0039166026,94.0694,0.05,0.658
220000,500,0.0052036117,0.0055529047,97.59481,0.05,0.664
225000,500,0.0040448783,0.005458017,100.24808,0.05,0.6699999999999999
230000,500,0.0037937993,0.0066185733,101.15433,0.05,0.6759999999999999
235000,499.5,0.0038140202,0.005653205,100.82987,0.05,0.6819999999999999
240000,499.5,0.0042921123,0.0041975924,100.56341,0.05,0.688
245000,500,0.0030104127,0.004444601,101.75925,0.05,0.694
250000,500,0.0018009035,0.0049711326,102.7272,0.05,0.7
255000,500,0.0010302733,0.004081392,102.697495,0.05,0.706
260000,500,0.0010495636,0.0045375023,102.49875,0.05,0.712
265000,500,0.0010169076,0.0040736166,102.39289,0.05,0.718
270000,495.85,0.089088574,-0.005667701,101.98076,0.05,0.724
275000,495.85,0.095814876,-0.0064715566,99.38122,0.05,0.73
280000,500,0.00825231,-0.00047402788,95.600204,0.05,0.736
285000,500,0.0009928426,0.00054864684,93.78462,0.05,0.742
290000,500,0.00056683813,-0.0001065166,94.7966,0.05,0.748
295000,500,0.0004259825,-0.0001212548,99.31259,0.05,0.754
300000,500,0.00037414138,-0.0000783819,102.161896,0.05,0.76
305000,499.7,0.0011359142,-0.00047995328,100.25742,0.05,0.766
310000,499.7,0.0009949653,-0.0006277704,98.04117,0.05,0.772
315000,500,0.0006610607,0.000047499358,98.514885,0.05,0.778
320000,500,0.00031698972,0.00040063215,100.61307,0.05,0.784
325000,500,0.00018194548,0.00070621754,101.962456,0.05,0.79
330000,500,0.0001769915,0.00077451457,101.83655,0.05,0.796
335000,500,0.00028341476,0.00076180923,101.59508,0.05,0.802
340000,500,0.00015080384,0.00073030376,101.458015,0.05,0.808
345000,500,0.00011647854,0.000959131,101.40195,0.05,0.8140000000000001
350000,500,0.000109953246,0.0010054477,101.39601,0.05,0.8200000000000001
355000,500,0.00016119574,0.00092103984,101.27441,0.05,0.8260000000000001
360000,500,0.000095989206,0.0010064254,101.16015,0.05,0.8320000000000001
365000,500,0.00009484216,0.0010130267,101.11409,0.05,0.8380000000000001
370000,500,0.000081572674,0.0011913666,101.055725,0.05,0.8440000000000001
375000,500,0.00007435316,0.00082678697,100.95391,0.05,0.85
380000,500,0.00011518444,0.0007063775,100.90248,0.05,0.856
385000,500,0.000045778976,0.0006874801,100.87161,0.05,0.862
390000,500,0.00014705634,0.0004427681,100.77341,0.05,0.868
395000,500,0.00016956731,0.00010499859,100.74305,0.05,0.874
400000,500,0.000047931753,0.0010813222,100.6539,0.05,0.88
405000,500,0.00003191282,0.0011632424,100.60933,0.05,0.886
410000,500,0.000034080196,0.0006528912,100.58142,0.05,0.892
415000,500,0.00005137142,0.0006347583,100.54825,0.05,0.898
420000,500,0.00006750689,0.00089679816,100.51899,0.05,0.904
425000,500,0.00016304088,0.00041452528,100.530785,0.05,0.91
430000,500,0.0001678852,0.00068040396,100.52021,0.05,0.916
435000,500,0.00006952902,0.0009895797,100.477455,0.05,0.922
440000,500,0.000043132808,0.0007840488,100.39658,0.05,0.928
445000,500,0.000035300665,0.0008230597,100.27415,0.05,0.934
450000,500,0.000035295114,0.00085012545,100.231,0.05,0.94
455000,500,0.000041771942,0.0009319325,100.22883,0.05,0.946
460000,500,0.00006545681,0.001106043,100.24195,0.05,0.952
465000,500,0.00007552701,0.0010493312,100.266075,0.05,0.958
470000,436.85,0.032980315,-0.0059632864,96.552055,0.05,0.964
475000,415.1,0.046520125,-0.0007623427,88.1506,0.05,0.97
480000,464.35,0.044890594,-0.00030274104,85.55332,0.05,0.976
485000,397.7,0.020049514,-0.0010150314,85.76284,0.05,0.982
490000,418.85,0.007752564,-0.0035955964,83.03358,0.05,0.988
495000,484.55,0.0018301142,-0.0014359431,89.71485,0.05,0.994
500000,500,0.00020066684,-0.0025014398,100.62774,0.05,1
