count,ep_reward_average,loss,td_error,qmean,eps
0,NaN,0,0,0,1
5000,22.6,0,0,0,0.981
10000,21.72,1.2305217,1.1046466,-0.018405126,0.962
15000,19.71,1.2445192,0.32474604,4.1649327,0.943
20000,25.67,3.0546582,0.06627181,11.404507,0.924
25000,25.59,6.27229,0.034537684,18.703642,0.905
30000,31.89,8.990949,0.025659315,25.588043,0.886
35000,28.16,9.684825,0.022275532,32.24371,0.867
40000,34.86,11.598038,0.036480777,40.51085,0.848
45000,34.07,17.561647,0.042258598,50.764225,0.829
50000,33.74,25.308723,0.03849601,61.770306,0.81
55000,38.26,37.20278,0.046067726,72.917854,0.791
60000,39.51,40.215343,0.04324739,84.69801,0.772
65000,46.4,49.294262,0.040513042,96.72253,0.753
70000,44.07,62.366856,0.05642691,109.95018,0.734
75000,49.27,77.8554,0.044477437,123.440544,0.715
80000,55.1,93.65951,0.06982278,135.57031,0.696
85000,49.47,98.41029,0.073190205,149.87334,0.677
90000,54.93,129.81549,0.05318651,163.37523,0.658
95000,73.53,130.90605,0.03962144,176.34404,0.639
100000,73.89,123.9558,0.044009637,189.38478,0.62
105000,73.72,136.02592,0.017936474,196.85414,0.601
110000,79.81,146.25793,0.064610444,205.86537,0.582
115000,74.64,156.77165,0.05601416,216.38138,0.563
120000,83.93,168.4783,-0.003625947,225.29115,0.544
125000,104.37,145.41862,0.024033178,233.376,0.525
130000,108.27,137.74861,0.013354671,237.98839,0.506
135000,115.3,145.16055,0.003026909,239.43983,0.487
140000,125.69,161.36974,-0.0044024047,246.11443,0.468
145000,146.24,126.75605,0.0009595489,246.5802,0.449
150000,161.32,91.037445,-0.006616102,242.80884,0.43
155000,172.53,86.55262,-0.016520735,237.29018,0.411
160000,185.93,81.603966,-0.021415966,232.07402,0.392
165000,195.77,53.50237,-0.022774698,224.3956,0.373
170000,201.85,41.929703,-0.010041446,212.65384,0.354
175000,214.25,40.684685,-0.0010098238,205.51276,0.335
180000,227.24,32.98516,-0.00991897,200.74959,0.316
185000,240.7,23.138592,0.008667101,191.4281,0.297
190000,249.89,14.395321,0.0028186673,182.7758,0.278
195000,253.91,10.114018,0.02016412,170.30734,0.259
200000,256.1,9.32645,0.014589095,156.652,0.24
205000,260.73,9.745247,0.0057236413,152.70193,0.221
210000,263.09,10.551855,0.0074808155,147.2203,0.202
215000,270.76,8.499619,0.0048671328,139.228,0.183
220000,279.14,3.940237,0.0077561596,132.73712,0.164
225000,299.98,2.236889,0.0022878563,127.33001,0.145
230000,319.03,1.2532411,-0.0024922115,124.90013,0.126
235000,340.99,0.8850383,-0.0041233744,124.91706,0.107
240000,363.56,0.62536556,-0.0036525233,125.339264,0.088
245000,385.86,0.42982438,-0.0023836317,129.78545,0.069
250000,407.66,0.2810529,-0.0028884544,137.36752,0.05
255000,426.48,0.16847864,-0.0023654872,141.18108,0.05
260000,441.54,0.17838947,-0.00076320255,138.0129,0.05
265000,460.69,0.14015323,0.0003350709,135.1316,0.05
270000,475.91,0.086589485,-0.0016641311,133.62158,0.05
275000,486.65,0.075387344,-0.0015943053,130.72064,0.05
280000,494.57,0.06331957,-0.0013350346,127.999695,0.05
285000,499.03,0.058776982,-0.0010453761,125.265594,0.05
290000,499.22,0.05114855,-0.00089252676,123.15567,0.05
295000,499.22,0.046830513,-0.0009339968,121.12602,0.05
300000,499.22,0.051292956,-0.00071485876,119.2414,0.05
305000,500,0.052021865,-0.0005301039,117.72846,0.05
310000,500,0.04203406,-0.0003754368,116.451126,0.05
315000,500,0.042557597,-0.00068226864,115.1546,0.05
320000,500,0.046833493,-0.00016002607,113.800064,0.05
325000,500,0.037816048,-0.00033006395,112.79972,0.05
330000,500,0.03242986,-0.00012398243,111.61013,0.05
335000,500,0.031309985,-0.00031370783,110.55225,0.05
340000,500,0.035212237,-0.00017837227,109.62319,0.05
345000,500,0.037887383,-0.00007474994,108.81376,0.05
350000,500,0.034576453,-0.00012471461,108.09511,0.05
355000,500,0.032227516,-0.00010340655,107.69869,0.05
360000,500,0.0231901,-0.00006381118,107.23539,0.05
365000,500,0.017266188,-0.00011911023,106.84106,0.05
370000,500,0.015938064,-0.00012756992,106.2735,0.05
375000,498.85,0.17789634,-0.000116953015,105.71695,0.05
380000,498.85,0.92055935,-0.0011257911,104.99622,0.05
385000,498.85,0.16697283,0.00010099185,104.71747,0.05
390000,498.85,0.04660524,-0.00012502837,104.72208,0.05
395000,498.85,0.02829159,-0.00006739902,104.56119,0.05
400000,498.85,0.017304724,0.000010839224,104.24674,0.05
405000,498.85,0.012201752,-0.00017689956,104.02198,0.05
410000,498.85,0.013847063,0.00011420989,103.81315,0.05
415000,498.85,0.016362654,-0.00020055842,103.73999,0.05
420000,496.9,0.32663366,0.0004939545,102.97957,0.05
425000,498.05,0.5643292,0.0009052616,102.79944,0.05
430000,498.05,0.59706163,0.00011337194,102.79123,0.05
435000,498.05,0.026549371,0.000046240806,103.006035,0.05
440000,498.05,0.024560058,0.00015552438,103.0333,0.05
445000,498.05,0.016633725,0.0005291158,102.381615,0.05
450000,498.05,0.010848801,0.0003107442,102.468834,0.05
455000,498.05,0.005616521,-0.00006923938,102.63322,0.05
460000,498.05,0.005496416,0.000043952346,102.466446,0.05
465000,498.05,0.0054239905,-0.000019889116,102.32267,0.05
470000,500,0.005147921,-0.000027249695,102.19253,0.05
475000,500,0.0051578414,0.000012519598,102.08538,0.05
480000,500,0.006385049,-0.00007418871,101.92078,0.05
485000,500,0.012134917,0.00011224091,101.860176,0.05
490000,500,0.015652139,-0.000014134288,101.73947,0.05
495000,500,0.012811076,-0.000057082892,101.60814,0.05
500000,500,0.007952366,-0.000109846595,101.53278,0.05
