count,ep_reward_average,ep_step_average
1285000,261.32837,373
1290000,260.6681,373
1295000,254.66895,372
1300000,253.53569,371
1305000,246.36147,370
1310000,245.46031,369
1315000,247.80309,368
1320000,247.49275,367
1325000,243.31807,366
1330000,233.8244,365
1335000,230.43309,365
1340000,230.69264,364
1345000,231.30464,364
1350000,239.34265,363
1355000,247.9396,362
1360000,247.2002,361
1365000,245.42719,360
1370000,244.51059,359
1375000,243.33997,358
1380000,238.81332,357
1385000,241.65094,357
1390000,239.82228,356
1395000,248.23268,355
1400000,254.44093,355
1405000,253.49567,354
1410000,256.7896,353
1415000,256.88782,353
1420000,252.76154,353
1425000,259.40564,352
1430000,256.30234,351
1435000,257.18716,351
1440000,254.79144,350
1445000,249.34917,350
1450000,246.86008,349
1455000,253.2357,348
1460000,261.99234,348
1465000,265.90033,347
1470000,272.32043,346
1475000,268.73303,346
1480000,262.8643,345
1485000,263.59576,345
1490000,265.0902,344
1495000,266.70673,344
1500000,261.46732,343
1505000,248.66393,342
1510000,251.16869,341
1515000,245.75787,341
1520000,247.53816,341
1525000,256.75397,340
1530000,254.36853,340
1535000,254.43073,339
1540000,258.4801,339
1545000,258.6571,338
1550000,261.4132,338
1555000,264.1702,338
1560000,266.24945,337
1565000,264.66382,336
1570000,266.72632,336
1575000,268.86932,335
1580000,264.89294,335
1585000,262.99884,334
1590000,263.42728,333
1595000,261.73083,333
1600000,258.26355,332
1605000,260.5871,332
1610000,260.3237,331
1615000,266.5099,330
1620000,270.13104,330
1625000,270.1284,329
1630000,268.334,328
1635000,263.26364,328
1640000,258.18814,327
1645000,253.10197,326
1650000,254.6383,326
1655000,255.96315,326
1660000,257.45206,325
1665000,257.37582,325
1670000,257.46957,324
1675000,259.68253,323
1680000,256.4402,323
1685000,256.05215,322
1690000,258.15442,322
1695000,258.34012,321
1700000,260.55603,321
1705000,261.65182,321
1710000,261.54288,320
1715000,261.7983,319
1720000,257.1591,319
1725000,259.61276,318
1730000,261.4469,318
1735000,256.70447,317
1740000,262.0393,317
1745000,268.62143,316
1750000,265.0255,316
1755000,263.14896,316
1760000,257.5138,315
1765000,244.136,315
1770000,242.38776,315
1775000,242.93031,315
1780000,242.02191,314
1785000,249.0273,314
1790000,255.40834,314
1795000,250.38513,314
1800000,249.84991,313
1805000,251.55202,313
1810000,245.75186,312
1815000,253.68901,312
1820000,260.31772,311
1825000,263.21396,311
1830000,266.5358,310
1835000,258.17862,310
1840000,251.03612,310
1845000,250.80429,309
1850000,253.20041,309
1855000,259.76132,308
1860000,260.16135,308
1865000,262.99268,307
1870000,257.23834,307
1875000,262.0751,306
1880000,261.94244,306
1885000,262.97784,305
1890000,265.47253,305
1895000,262.9451,305
1900000,265.82657,304
1905000,267.6387,304
1910000,269.67535,304
1915000,268.3742,304
1920000,264.65198,303
1925000,258.5251,303
1930000,248.56503,303
1935000,243.70699,302
1940000,244.9162,302
1945000,248.9852,301
1950000,253.30003,301
1955000,256.72937,301
1960000,256.8625,301
1965000,257.03253,300
1970000,249.83064,300
1975000,249.50856,299
1980000,249.58044,299
1985000,252.86057,299
1990000,256.35532,298
1995000,256.39987,298
2000000,251.43756,298
