count,ep_reward_average,loss,td_error,qmean,eps
0,NaN,0,0,0,1
5000,22.7,0,0,0,0.962
10000,20.95,1.0822877,1.039591,-0.095900096,0.924
15000,20.16,1.2533536,0.29929686,4.4104495,0.886
20000,32.19,2.6844573,0.061886992,11.821773,0.848
25000,34.61,5.8512816,0.040289793,19.91934,0.81
30000,42.12,8.728858,0.03466525,28.496962,0.772
35000,47.03,10.942663,0.03222927,37.282097,0.734
40000,48,12.802179,0.0361133,45.919556,0.696
45000,59.73,16.881372,0.031193001,55.219078,0.658
50000,69.26,19.42431,0.035823137,65.49317,0.62
55000,88.93,20.370651,0.026613818,74.82405,0.582
60000,106.52,23.429117,0.02701316,82.90925,0.544
65000,115.5,25.742777,0.023470862,88.84562,0.506
70000,132.34,23.69944,0.009597818,93.47309,0.468
75000,156.46,17.23719,0.0095028,95.45187,0.43
80000,172.08,12.575829,0.017455006,97.06117,0.392
85000,189.69,9.233126,0.005790787,99.08178,0.354
90000,200.13,7.9738812,0.006416807,98.26494,0.316
95000,205.52,5.1760087,0.0014307398,94.71984,0.278
100000,208.62,2.9625788,0.0018635886,92.16536,0.24
105000,210.96,2.5751574,0.00041377277,90.062546,0.202
110000,218.57,1.2425815,-0.003336146,85.92779,0.164
115000,217.27,0.44863474,-0.0035983215,82.99089,0.126
120000,224.71,0.3123821,-0.0028206003,80.82693,0.088
125000,230.96,0.21769544,-0.0024653098,79.80409,0.05
130000,244.28,0.13739909,-0.0017135849,80.44592,0.05
135000,254.01,0.08936785,-0.0010517738,80.5244,0.05
140000,272.82,0.067990266,-0.00064448116,80.8949,0.05
145000,287.78,0.060017798,-0.00019964806,82.20502,0.05
150000,302.8,0.43347952,-0.00014469323,83.923386,0.05
155000,322.65,0.26739728,0.0000113135575,84.17614,0.05
160000,341.37,0.050639156,0.0001453637,85.30492,0.05
165000,356.64,0.07483729,0.000035931916,86.8556,0.05
170000,377.68,0.09902277,0.00030192398,88.008545,0.05
175000,397.82,0.18081914,0.00022254518,93.042404,0.05
180000,409.69,0.16203082,-0.000636991,96.40359,0.05
185000,426.72,0.076760076,0.00016446,97.558426,0.05
190000,441.13,0.04136674,-0.00012660203,99.40231,0.05
195000,456.65,0.042581685,-0.000049748734,100.35185,0.05
200000,468.63,0.04298329,0.000007832348,101.4087,0.05
205000,476.62,0.045529913,-0.000031808348,101.11382,0.05
210000,485.15,0.035224635,0.00022886977,101.19447,0.05
215000,491.74,0.02828534,-0.000091684786,103.47538,0.05
220000,490.74,0.25006446,-0.000055607976,103.74838,0.05
225000,493.06,0.5490592,-0.0005493304,103.664276,0.05
230000,495.16,0.03180653,0.00028664296,103.798195,0.05
235000,495.17,0.016400546,0.00010733211,103.90731,0.05
240000,495.23,0.011662382,-0.00004624748,104.39069,0.05
245000,495.23,0.009551559,-0.00012257815,104.40745,0.05
250000,495.94,0.014839402,0.0001357739,104.072495,0.05
255000,496.28,0.015606199,0.00010317075,103.57176,0.05
260000,496.28,0.015682302,-0.000022248149,103.310135,0.05
265000,496.28,0.013001922,0.0000904243,102.703865,0.05
270000,500,0.010685819,0.000063212035,101.93451,0.05
275000,500,0.01068243,0.00004216814,101.11444,0.05
280000,500,0.00937495,-0.00012154722,101.15981,0.05
285000,500,0.008709506,0.000045698405,101.80727,0.05
290000,500,0.008245584,-0.00006210339,101.96903,0.05
295000,500,0.008734214,0.00019850588,101.87182,0.05
300000,500,0.006944328,-0.00009032798,101.88725,0.05
305000,500,0.0061349673,0.000024455308,101.843575,0.05
310000,500,0.0052238833,0.000034472585,101.90393,0.05
315000,495.2,0.14404292,0.00029996454,101.94521,0.05
320000,450.13,7.0792522,-0.0009996316,100.893135,0.05
325000,447.26,8.807191,0.005298286,98.591064,0.05
330000,437.74,3.6623847,0.0055735433,94.82834,0.05
335000,432.2,1.497314,0.00056215347,91.059586,0.05
340000,428.95,0.75120413,-0.0020459215,90.2956,0.05
345000,428.17,0.26816022,-0.0019923935,90.037796,0.05
350000,428.17,0.13579927,-0.00013703608,91.59687,0.05
355000,428.17,0.052917756,-0.0005433209,94.60652,0.05
360000,437.69,0.0429571,0.000017768056,97.572044,0.05
365000,476.09,0.030975629,0.00005233681,100.952095,0.05
370000,478.94,0.01630862,-0.00008266711,104.3747,0.05
375000,484.2,0.007375995,-0.00007062697,105.70424,0.05
380000,490.67,0.005044431,-0.000083379986,105.575935,0.05
385000,495.97,0.0042458116,-0.00012586737,105.165634,0.05
390000,499.22,0.003666225,-0.000015394091,104.66025,0.05
395000,500,0.0030224419,-0.00008724129,104.07494,0.05
400000,500,0.002969804,-0.000005583167,103.51801,0.05
405000,500,0.0029853089,-0.0000563457,103.04679,0.05
410000,500,0.004420377,-0.00009622967,102.534874,0.05
