count,ep_reward_average,loss,td_error,qmean,eps
370000,499.07,0.031597387,0.000015886188,104.71601,0.05
375000,499.07,0.028775932,0.00004103157,104.444466,0.05
380000,496.11,0.5099584,-0.0015044288,105.07388,0.05
385000,491.37,0.35666177,-0.00022367323,103.408745,0.05
390000,480.35,0.41870084,-0.00015891016,94.32694,0.05
395000,478.63,0.07634829,0.00025630463,91.605,0.05
400000,478.63,0.033545364,0.000108776,99.87375,0.05
405000,478.63,0.021064986,-0.000024228542,103.52275,0.05
410000,474.48,0.0397774,0.00014397693,102.49263,0.05
415000,473.28,0.03607848,-0.000015927315,100.78306,0.05
420000,470.45,0.020749629,0.00015144552,100.85262,0.05
425000,470.47,0.019123876,0.0001244163,98.68049,0.05
430000,468.81,0.020052386,-0.000009896294,98.62553,0.05
435000,481.8,0.021170767,0.00014458751,100.96041,0.05
440000,482.14,0.020942783,-0.00019827214,101.066574,0.05
445000,483.5,0.027775958,0.000088215456,100.78323,0.05
450000,483.5,0.021162087,0.00019327986,101.89789,0.05
455000,482.15,0.014015238,-0.00007536436,102.28707,0.05
460000,485.13,0.013032409,0.00015661231,100.99786,0.05
465000,485.61,0.012221752,0.0001058963,100.87084,0.05
470000,490.34,0.010439216,-0.00002093679,101.26373,0.05
475000,491.64,0.0074092736,0.00002664793,101.64536,0.05
480000,492.09,0.006401217,-0.000030254036,101.36876,0.05
485000,490.93,0.0062173437,0.0000022214242,100.85991,0.05
490000,493.66,0.0053160656,0.000023029446,101.08304,0.05
495000,493.66,0.004865267,-0.00006288633,101.43015,0.05
500000,493.66,0.0038611593,-0.000018375873,101.88013,0.05
