count,ep_reward_average,ep_step_average
1490000,147.25037,488
1495000,149.1048,488
1500000,150.65753,489
1505000,153.55052,489
1510000,152.93199,490
1515000,154.35071,490
1520000,151.1073,490
1525000,145.65149,491
1530000,146.51347,491
1535000,144.74513,492
1540000,145.69818,491
1545000,144.95325,491
1550000,144.5841,492
1555000,143.56732,492
1560000,142.9308,492
1565000,139.5684,492
1570000,139.00896,492
1575000,139.01434,492
1580000,140.79633,492
1585000,148.83891,492
1590000,147.00995,491
1595000,150.42615,490
1600000,160.96172,489
1605000,158.003,488
1610000,171.36864,488
1615000,175.55713,487
1620000,176.45235,487
1625000,176.96254,487
1630000,184.971,486
1635000,184.82588,486
1640000,182.35092,486
1645000,188.78725,486
1650000,188.70499,485
1655000,188.51668,484
1660000,193.0771,484
1665000,191.81978,484
1670000,183.78012,483
1675000,189.8933,483
1680000,189.3905,483
1685000,194.23895,482
1690000,198.31906,482
1695000,197.4657,481
1700000,194.39516,479
1705000,195.0304,479
1710000,192.99281,478
1715000,195.87122,477
1720000,198.04008,477
1725000,197.45024,477
1730000,192.11009,476
1735000,201.11713,475
1740000,201.17068,474
1745000,198.46635,474
1750000,192.18234,474
1755000,193.99435,474
1760000,189.38594,473
1765000,200.59325,472
1770000,199.53558,473
1775000,199.21393,472
1780000,212.01398,471
1785000,208.45055,471
1790000,202.8513,470
1795000,203.58101,470
1800000,203.09038,470
1805000,203.6737,470
1810000,204.1728,469
1815000,203.00386,468
1820000,215.33669,467
1825000,221.045,465
1830000,225.6413,465
1835000,219.62737,464
1840000,215.54253,464
1845000,211.3924,464
1850000,211.51125,463
1855000,214.86385,463
1860000,208.53821,463
1865000,197.57353,462
1870000,199.3577,462
1875000,204.40146,461
1880000,205.82658,461
1885000,204.15108,460
1890000,197.75958,460
1895000,197.06013,460
1900000,206.38531,459
1905000,214.21706,458
1910000,216.47205,458
1915000,204.60228,457
1920000,205.20366,456
1925000,210.89862,456
1930000,213.20007,455
1935000,203.4371,454
1940000,214.38371,453
1945000,222.72253,452
1950000,221.99036,452
1955000,218.0791,452
1960000,223.0941,451
1965000,227.0057,451
1970000,224.02472,450
1975000,215.75615,450
1980000,224.99449,449
1985000,222.61514,449
1990000,215.4259,448
1995000,219.06291,447
2000000,229.6742,446
