count,ep_reward_average,ep_step_average
1455000,246.8356,417
1460000,242.26201,417
1465000,243.89601,417
1470000,241.5285,416
1475000,243.4416,416
1480000,242.94969,416
1485000,242.57352,415
1490000,235.45094,414
1495000,228.41809,413
1500000,227.78891,413
1505000,229.31926,413
1510000,227.75455,412
1515000,223.49335,411
1520000,227.3889,411
1525000,231.84286,410
1530000,241.39131,409
1535000,238.319,409
1540000,242.45685,408
1545000,247.70715,407
1550000,242.90927,406
1555000,239.96295,405
1560000,240.57437,404
1565000,239.70514,404
1570000,238.30171,403
1575000,241.66908,403
1580000,250.44766,402
1585000,250.83012,401
1590000,251.29713,399
1595000,256.9545,399
1600000,252.06113,398
1605000,248.50323,397
1610000,247.49464,395
1615000,248.45038,394
1620000,240.7373,394
1625000,251.49965,393
1630000,258.15564,392
1635000,253.64543,392
1640000,247.98016,391
1645000,252.84813,390
1650000,246.81479,390
1655000,238.2532,390
1660000,232.81387,390
1665000,233.7154,389
1670000,236.82303,389
1675000,229.52686,389
1680000,236.66385,388
1685000,244.0891,388
1690000,245.2842,388
1695000,249.922,387
1700000,254.1043,387
1705000,252.58543,387
1710000,250.76425,387
1715000,248.99974,387
1720000,247.02765,386
1725000,241.3591,385
1730000,234.91959,385
1735000,238.36607,385
1740000,237.92587,384
1745000,244.54591,384
1750000,243.9921,384
1755000,249.10889,383
1760000,255.25874,383
1765000,252.56494,383
1770000,254.32285,382
1775000,253.50783,382
1780000,255.313,382
1785000,247.77293,382
1790000,243.24152,382
1795000,237.24506,381
1800000,239.56291,380
1805000,237.36838,380
1810000,236.45586,380
1815000,244.12505,380
1820000,243.73145,379
1825000,247.33202,378
1830000,241.86292,378
1835000,241.6713,378
1840000,239.08643,378
1845000,244.42242,377
1850000,246.59921,376
1855000,255.13875,376
1860000,248.59676,375
1865000,245.51982,375
1870000,241.86168,375
1875000,238.59962,374
1880000,231.5754,374
1885000,235.78629,374
1890000,237.01086,373
1895000,234.87045,372
1900000,238.27603,371
1905000,236.20688,371
1910000,232.54584,371
1915000,240.68813,370
1920000,239.53409,369
1925000,238.14409,368
1930000,230.43457,367
1935000,240.06737,367
1940000,239.18835,366
1945000,246.37447,365
1950000,250.20366,364
1955000,245.41869,364
1960000,235.07791,363
1965000,237.5558,363
1970000,227.94746,362
1975000,224.26033,362
1980000,221.0307,362
1985000,219.67232,362
1990000,226.4405,361
1995000,225.0851,360
2000000,242.39615,359
