count,ep_reward_average,ep_step_average
880000,121.83837,477
885000,124.02208,479
890000,122.869514,480
895000,120.18829,481
900000,121.623314,481
905000,122.91172,483
910000,118.51427,484
915000,114.436455,484
920000,108.68659,484
925000,111.614746,485
930000,113.13595,485
935000,114.83405,486
940000,115.266624,487
945000,111.4466,488
950000,115.2808,488
955000,118.24498,489
960000,122.65426,489
965000,117.894325,490
970000,117.2603,491
975000,120.12015,492
980000,122.73848,492
985000,126.90458,494
990000,129.97865,494
995000,128.56555,494
1000000,131.2699,495
1005000,128.86186,495
1010000,128.57814,496
1015000,127.03146,496
1020000,124.723854,497
1025000,126.30251,498
1030000,127.78648,499
1035000,126.59421,499
1040000,126.246574,500
1045000,125.92542,501
1050000,124.77114,502
1055000,122.3758,502
1060000,121.73681,503
1065000,126.280685,504
1070000,128.07306,505
1075000,126.213684,505
1080000,134.33446,506
1085000,136.38463,506
1090000,135.8267,507
1095000,136.35016,507
1100000,131.95816,508
1105000,138.35579,508
1110000,140.34927,508
1115000,140.8982,508
1120000,141.4004,506
1125000,148.30852,505
1130000,151.94269,505
1135000,165.22617,503
1140000,164.89732,503
1145000,170.61006,501
1150000,175.78117,501
1155000,179.82973,500
1160000,182.75893,500
1165000,185.37166,499
1170000,186.4025,498
1175000,191.77748,497
1180000,198.76459,496
1185000,208.43465,494
1190000,211.23325,494
1195000,218.89424,493
1200000,219.25392,492
1205000,221.21674,490
1210000,224.11879,489
1215000,224.08923,489
1220000,227.8046,487
1225000,230.83861,485
1230000,238.41902,483
1235000,238.86412,481
1240000,248.07994,480
1245000,253.12633,479
1250000,255.1457,477
1255000,249.15295,476
1260000,258.0093,474
1265000,250.93498,473
1270000,247.88364,471
1275000,242.94415,471
1280000,243.43275,470
1285000,244.23466,468
1290000,243.50224,467
1295000,245.6277,465
1300000,252.93156,464
1305000,252.45076,463
1310000,253.71762,462
1315000,252.47443,460
1320000,259.62122,458
1325000,263.45734,457
1330000,266.51495,455
1335000,265.08902,454
1340000,259.73785,453
1345000,258.31693,451
1350000,256.08725,450
1355000,255.2474,449
1360000,257.16797,447
1365000,262.07513,445
1370000,259.07962,444
1375000,260.35217,442
1380000,264.193,441
1385000,267.92975,439
1390000,266.3424,438
1395000,268.75125,437
1400000,263.73343,436
1405000,257.48038,434
1410000,260.04266,433
1415000,254.91614,432
1420000,262.4582,430
1425000,258.50394,429
1430000,263.1272,428
1435000,259.3326,426
1440000,265.81464,425
1445000,261.5447,424
1450000,266.50217,423
1455000,264.35663,422
1460000,262.20633,421
1465000,259.19983,420
1470000,254.71416,420
1475000,251.24442,420
1480000,248.54076,419
1485000,252.71735,418
1490000,247.60925,416
1495000,248.514,415
1500000,257.04797,414
1505000,252.80006,413
1510000,249.63876,413
1515000,248.26843,412
1520000,251.60022,411
1525000,249.73056,410
1530000,256.94492,409
1535000,255.61006,408
1540000,260.35086,407
1545000,262.31747,407
1550000,259.0028,406
1555000,259.16638,405
1560000,263.18787,404
1565000,266.9182,403
1570000,266.45615,403
1575000,264.96796,403
1580000,265.84943,402
1585000,270.8882,400
1590000,268.07394,399
1595000,274.12476,398
1600000,275.00378,397
1605000,273.26178,396
1610000,268.26895,395
1615000,271.67493,394
1620000,265.6515,393
1625000,267.03555,392
1630000,267.82263,391
1635000,265.88788,391
1640000,265.34216,390
1645000,267.334,389
1650000,263.4681,389
1655000,268.1542,388
1660000,270.24866,386
1665000,272.6708,386
1670000,276.7114,385
1675000,272.04767,384
1680000,267.4828,384
1685000,267.64438,383
1690000,266.9874,382
1695000,263.60336,381
1700000,262.64456,381
1705000,258.70343,380
1710000,258.52682,379
1715000,255.267,379
1720000,259.72394,378
1725000,264.4427,377
1730000,272.36334,376
1735000,270.63556,376
1740000,266.47586,375
1745000,248.19678,375
1750000,245.30365,374
1755000,237.37437,373
1760000,233.779,373
1765000,246.35326,372
1770000,255.43408,371
1775000,257.26105,370
1780000,264.33606,369
1785000,258.70758,369
1790000,263.41223,368
1795000,264.35892,367
1800000,271.58673,367
1805000,277.8675,366
1810000,277.44482,365
1815000,269.48727,364
1820000,266.7711,363
1825000,257.33896,363
1830000,258.98087,362
1835000,258.70404,362
1840000,255.72682,361
1845000,254.3867,361
1850000,261.2021,360
1855000,257.3964,360
1860000,253.45522,359
1865000,250.56458,359
1870000,249.33408,359
1875000,246.95056,359
1880000,240.26909,358
1885000,246.65442,357
1890000,249.79608,357
1895000,253.99454,356
1900000,255.4167,356
1905000,260.3411,355
1910000,252.0744,355
1915000,256.13724,354
1920000,251.06447,354
1925000,251.65619,354
1930000,248.70248,353
1935000,253.10272,352
1940000,262.16483,351
1945000,263.8269,351
1950000,271.04306,350
1955000,273.92737,349
1960000,268.0281,349
1965000,268.8782,348
1970000,260.32697,348
1975000,258.41418,347
1980000,249.18813,347
1985000,252.35281,347
1990000,255.49907,346
1995000,259.2662,346
2000000,264.24377,345
