count,ep_reward_average,loss,td_error,qmean,eps
0,NaN,0,0,0,1
5000,19.75,0,0,0,0.962
10000,19.85,1.2370262,1.1087042,0.040486082,0.924
15000,22.55,1.4065198,0.3310075,4.606513,0.886
20000,28.8,3.0678928,0.057879608,12.012648,0.848
25000,40.95,6.166269,0.034524687,19.646786,0.81
30000,37.4,8.87798,0.027127352,27.12703,0.772
35000,53.9,10.877601,0.028720241,35.33868,0.734
40000,46.9,13.772956,0.033163026,43.598312,0.696
45000,54.3,17.074713,0.029365301,52.034523,0.658
50000,54.65,20.161459,0.023314312,60.985737,0.62
55000,69.55,20.571117,0.030766876,67.962326,0.582
60000,101.4,23.236528,0.0321852,76.000175,0.544
65000,140.4,24.303635,0.022892185,83.82252,0.506
70000,152.75,24.651377,0.0086288,91.014305,0.468
75000,158.2,22.782757,0.011416173,96.53345,0.43
80000,183.95,22.203476,0.009437183,99.78337,0.392
85000,264.25,15.287078,0.0033546544,101.54602,0.354
90000,273.35,10.887231,0.009554556,102.145874,0.316
95000,311.45,7.7186227,0.0031480284,102.001236,0.278
100000,308.5,4.7122307,0.00037522244,101.332985,0.24
105000,365.2,2.7460508,0.0011392245,101.466545,0.202
110000,377.95,1.7480145,-0.0002755865,101.14375,0.164
115000,374.6,0.5711018,-0.0001369912,98.43371,0.126
120000,380,0.7813404,-0.0016664601,96.414635,0.088
125000,400.6,0.9219976,-0.0012531268,95.86824,0.05
130000,400.45,0.17880912,-0.00038628082,95.493416,0.05
135000,401.95,0.15100577,-0.00090142555,92.9954,0.05
140000,402.85,0.14568883,-0.00047039223,90.96769,0.05
145000,398.1,0.12015325,-0.00075625756,88.48437,0.05
150000,420.95,0.09426986,-0.00057560566,87.05377,0.05
155000,425.2,0.08776321,-0.0006257809,86.58799,0.05
160000,422.65,0.12602755,-0.000017841965,85.77382,0.05
165000,413.2,0.10420417,0.00007129708,84.114395,0.05
170000,424.65,0.06990101,-0.00010799597,82.58288,0.05
175000,422.9,0.0628741,-0.0001769774,81.72756,0.05
180000,425.1,0.07605006,0.00005756581,80.90497,0.05
185000,434.5,0.07593337,-0.0002593803,80.25111,0.05
190000,447,0.07510797,0.00009006691,79.86087,0.05
195000,467.4,0.08913186,0.00022786403,80.16728,0.05
200000,485.5,0.08773589,-0.0002868623,80.880714,0.05
205000,491.55,0.06775686,-0.0000049704613,81.4323,0.05
210000,498.4,0.05469402,-0.0003407967,84.17254,0.05
215000,500,0.032542318,0.000022554472,88.39003,0.05
220000,500,0.031293966,0.000111331254,91.27348,0.05
225000,500,0.031154608,-0.00015702826,93.853516,0.05
230000,500,0.029013231,0.00015464485,96.36858,0.05
235000,500,0.02660527,0.000043114902,97.68336,0.05
240000,500,0.032618217,0.00011534154,98.75231,0.05
245000,500,0.04346021,0.00001290536,100.222946,0.05
250000,500,0.041662518,-0.000027984619,101.11386,0.05
255000,500,0.0365359,0.00004080379,101.366905,0.05
260000,500,0.03170407,0.000006625891,101.549194,0.05
265000,500,0.024834635,0.000050559043,101.449455,0.05
270000,429.95,1.6438698,0.0013343568,101.14356,0.05
275000,447.2,4.04243,-0.0022786602,100.50842,0.05
280000,496.6,1.796573,0.0014677444,96.66634,0.05
285000,499.65,0.15971015,0.0005741316,93.59183,0.05
290000,500,0.028000657,-0.0002485361,94.098045,0.05
295000,500,0.014338189,-0.0002209726,94.748085,0.05
300000,500,0.013623057,-0.0001400702,95.89281,0.05
305000,500,0.01178023,-0.00011447442,97.44253,0.05
310000,500,0.010078603,-0.000028766393,99.17143,0.05
315000,500,0.009667198,-0.00006503212,100.54098,0.05
320000,500,0.008237414,-0.000015723466,101.249886,0.05
325000,500,0.0064505166,0.00007987034,101.524704,0.05
330000,500,0.00533098,-0.00006569076,101.68244,0.05
335000,500,0.004609886,-0.00008644843,101.75295,0.05
340000,500,0.0041745533,-0.000027668239,101.73703,0.05
345000,500,0.0040730694,0.000014712929,101.676094,0.05
350000,500,0.004395373,0.000033092856,101.48704,0.05
355000,500,0.003647592,-0.000021071792,101.35839,0.05
360000,500,0.004192181,0.00012253427,101.40005,0.05
365000,500,0.0035146635,-0.00015687966,101.446106,0.05
