count,ep_reward_average,loss,td_error,qmean,eps,beta
155000,344.1,0.016894082,-0.00041001092,82.58021,0.05,0.5860000000000001
160000,350.05,0.016552346,-0.0010301332,81.69117,0.05,0.5920000000000001
165000,359.15,0.014320211,-0.00041615416,81.34763,0.05,0.598
170000,362.15,0.0133289425,-0.001211339,80.342545,0.05,0.604
175000,368.5,0.009476561,0.000046517907,79.51939,0.05,0.61
180000,382.95,0.008867536,0.0006738815,79.74364,0.05,0.616
185000,388.75,0.010055814,0.001429775,79.86847,0.05,0.622
190000,418.35,0.010643137,0.0020309389,80.55836,0.05,0.628
195000,441.4,0.014150221,0.00269047,83.74764,0.05,0.634
200000,448.7,0.0139426505,0.0042306706,84.97499,0.05,0.64
205000,457.15,0.00948218,0.0035628704,85.32312,0.05,0.646
210000,481.7,0.015325949,0.005397256,88.99092,0.05,0.652
215000,492.2,0.014802513,0.0050823535,92.713455,0.05,0.658
220000,490.85,0.02127077,0.002827126,95.23144,0.05,0.664
225000,491.25,0.034713205,0.00377207,96.80396,0.05,0.6699999999999999
230000,488.3,0.033140283,0.0026237115,95.247955,0.05,0.6759999999999999
235000,487.15,0.034952383,-0.0008563994,92.373116,0.05,0.6819999999999999
240000,466.1,0.020662012,-0.000072266936,90.98326,0.05,0.688
245000,469.6,0.02738216,0.00028036226,90.731445,0.05,0.694
250000,430.6,0.12842074,-0.0048684734,90.144226,0.05,0.7
255000,381.3,0.09000688,-0.006589016,85.11678,0.05,0.706
260000,336.8,0.06049974,-0.007470294,79.3955,0.05,0.712
265000,346.65,0.027229084,-0.007291459,78.130745,0.05,0.718
270000,345.95,0.013813635,-0.0045670527,78.353485,0.05,0.724
275000,349.8,0.006195855,-0.0004204506,77.89174,0.05,0.73
280000,371.6,0.0041989665,0.0016609003,78.180244,0.05,0.736
285000,387.65,0.0036273857,0.0026633905,78.15007,0.05,0.742
290000,426.25,0.0047870367,0.0013421933,78.60564,0.05,0.748
295000,473.5,0.0034816018,0.0005630355,82.364296,0.05,0.754
300000,499,0.0015257574,-0.000043337463,89.47015,0.05,0.76
305000,500,0.001139318,0.00015304622,95.82983,0.05,0.766
310000,500,0.000626113,0.00005624175,99.02384,0.05,0.772
315000,500,0.0007761037,0.0011857816,99.289825,0.05,0.778
320000,500,0.00075011054,0.0010175335,99.308044,0.05,0.784
325000,500,0.00061643374,0.0005374774,99.99705,0.05,0.79
330000,500,0.00028624263,0.000599505,100.24309,0.05,0.796
335000,490.75,0.009800087,0.003197418,99.03366,0.05,0.802
340000,490.75,0.01072984,0.0025907834,98.12196,0.05,0.808
345000,500,0.002151537,0.00015579135,98.60604,0.05,0.8140000000000001
350000,500,0.00063292246,0.0004059261,99.56724,0.05,0.8200000000000001
355000,500,0.00026976588,0.00016685677,99.95659,0.05,0.8260000000000001
360000,500,0.00022155243,0.00054080295,100.11555,0.05,0.8320000000000001
365000,500,0.00024253385,0.00081391836,100.19536,0.05,0.8380000000000001
370000,500,0.000199673,0.00063720153,100.2117,0.05,0.8440000000000001
375000,500,0.00018708674,0.0006434684,100.23599,0.05,0.85
380000,500,0.0002776061,0.0007441435,100.26281,0.05,0.856
385000,500,0.00035837296,0.0016024654,100.26882,0.05,0.862
390000,500,0.00022856606,0.0011809254,100.28865,0.05,0.868
395000,500,0.00015734012,0.00066057383,100.32067,0.05,0.874
400000,500,0.00015088206,0.00082463643,100.27397,0.05,0.88
405000,500,0.00014547269,0.000712613,100.365685,0.05,0.886
410000,500,0.00013346298,0.00085443654,100.43124,0.05,0.892
415000,500,0.00012952866,0.000943452,100.383965,0.05,0.898
420000,500,0.00011055973,0.00067185605,100.401566,0.05,0.904
425000,500,0.00010631118,0.000681291,100.38929,0.05,0.91
430000,500,0.00010724603,0.0007505548,100.36242,0.05,0.916
435000,500,0.00009349242,0.0008822446,100.38999,0.05,0.922
440000,500,0.00009061937,0.0007145075,100.36611,0.05,0.928
445000,500,0.00013391687,0.0008345609,99.99962,0.05,0.934
450000,500,0.00007678073,0.000705683,99.8736,0.05,0.94
455000,500,0.00007326693,0.00054988277,100.08308,0.05,0.946
460000,500,0.00010495908,0.0008281261,99.965065,0.05,0.952
465000,499.3,0.023625782,-0.00642571,99.21152,0.05,0.958
470000,483.4,0.018009633,-0.005367714,91.91896,0.05,0.964
475000,481.35,0.014743779,-0.0024160403,85.8487,0.05,0.97
480000,497.25,0.0007322695,0.0011288021,85.16282,0.05,0.976
485000,500,0.00045517605,0.0007903835,88.28241,0.05,0.982
490000,500,0.00033722946,-0.0000097263455,94.138054,0.05,0.988
495000,500,0.00014783388,0.000194128,98.10222,0.05,0.994
500000,500,0.00009188868,0.0006913738,100.23163,0.05,1
