count,ep_reward_average,loss,td_error,qmean,eps
325000,500,0.007843119,-0.00007403159,102.81566,0.05
330000,500,0.0055939793,-0.000028073191,102.68736,0.05
335000,500,0.0048485957,-0.000023373843,102.5886,0.05
340000,500,0.0041904445,-0.00007753575,102.4964,0.05
345000,500,0.00359236,-0.000030147552,102.4233,0.05
350000,500,0.0043255757,0.00003653693,102.32281,0.05
355000,500,0.004159122,-0.000037646652,102.24913,0.05
360000,500,0.0033656089,-0.000032496453,102.09469,0.05
365000,500,0.0043682363,0.0000014071464,101.810745,0.05
370000,500,0.003580155,-0.000038051367,101.55047,0.05
375000,500,0.0024778624,0.000030816675,101.48992,0.05
380000,500,0.0023960941,-0.000025507808,101.42633,0.05
385000,500,0.0045546005,0.00007266164,101.42937,0.05
390000,500,0.0050391005,-0.00004221368,101.520744,0.05
395000,500,0.0025935601,0.000036988855,101.56195,0.05
400000,500,0.001627498,-0.000006423235,101.51284,0.05
405000,500,0.0020053273,-0.000010448575,101.42757,0.05
410000,500,0.0025159672,0.000038233997,101.35641,0.05
415000,500,0.0023421189,-0.00005040133,101.23237,0.05
420000,500,0.0023612117,0.000104516264,101.12083,0.05
425000,500,0.0035410193,-0.00008318114,101.02561,0.05
430000,500,0.0030260852,0.000037225484,100.8755,0.05
435000,500,0.0019761638,-0.000011392951,100.87366,0.05
440000,500,0.0011060998,-0.000019186378,100.88181,0.05
445000,500,0.0012653631,0.00003703594,100.826035,0.05
450000,500,0.001504788,-0.0000026403666,100.84854,0.05
455000,500,0.0011819402,-0.000025618672,100.87312,0.05
460000,500,0.0007849662,0.0000063683988,100.80701,0.05
465000,500,0.0008023194,0.000022400736,100.72569,0.05
470000,500,0.0008010322,0.000009591222,100.67475,0.05
475000,500,0.001025119,-0.000019371151,100.70015,0.05
480000,500,0.0010136984,-0.000009217381,100.715324,0.05
485000,500,0.0006845439,-0.0000009499788,100.69993,0.05
490000,500,0.0006579378,0.000029641627,100.69428,0.05
495000,500,0.0006092779,-0.000035421133,100.65247,0.05
500000,500,0.00076428225,0.000029231667,100.58465,0.05
